movie_name,month,year,critic_vote_metacritic,meta_score_metacritic,critic_vote_rotten,meta_score_rotten,critic_vote,meta_score
G.I. Joe: Retaliation,3,2013,31,41,181,29,212,30.75
G.I. Joe: The Rise of Cobra,8,2009,25,32,169,33,194,32.87
Game Night,2,2018,41,66,257,85,298,82.39
Gamer,9,2009,13,27,82,29,95,28.73
Gangs of New York,12,2002,39,72,215,73,254,72.85
Gangster Squad,1,2013,38,40,207,30,245,31.55
Garden State,7,2004,37,67,191,86,228,82.92
Garfield: A Tail of Two Kitties,6,2006,20,37,77,12,97,17.15
Garfield: The Movie,6,2004,32,67,135,14,167,24.16
Gemini Man,10,2019,49,38,328,27,377,28.43
Genius,6,2016,23,56,112,52,135,52.68
Gentlemen Broncos,10,2009,21,28,79,20,100,21.68
Georgia Rule,5,2007,29,25,117,19,146,20.19
Geostorm,10,2017,22,21,97,18,119,18.55
Get Carter,10,2000,20,24,62,11,82,14.17
Get Hard,3,2015,43,34,185,28,228,29.13
Get Him to the Greek,6,2010,39,65,203,72,242,70.87
Get Low,7,2010,39,65,,,39,65.00
Get Out,2,2017,48,85,403,98,451,96.62
Get Over It,3,2001,14,52,65,43,79,44.59
Get Rich or Die Tryin',11,2005,33,45,121,17,154,23.00
Get Smart,6,2008,34,54,222,51,256,51.40
Get on Up,8,2014,44,71,,,44,71.00
Getaway,8,2013,34,22,145,3,179,6.61
Ghost Rider,2,2007,20,35,140,27,160,28.00
Ghost Rider: Spirit of Vengeance,2,2012,,,,,0,0
Ghost Ship,10,2002,25,28,128,15,153,17.12
Ghost Town,9,2008,30,72,188,85,218,83.21
Ghost World,7,2001,31,90,165,93,196,92.53
Ghost in the Shell,3,2017,42,52,300,42,342,43.23
Ghostbusters,8,2014,,,,,0,0
Ghostbusters: Frozen Empire,3,2024,50,46,285,43,335,43.45
Ghosts of Mars,8,2001,26,35,,,26,35.00
Gifted,4,2017,33,60,180,73,213,70.99
Gigli,8,2003,37,18,186,6,223,7.99
Ginger Snaps 2: Unleashed,1,2004,,,,,0,0
Girl with a Pearl Earring,12,2003,37,72,,,37,72.00
Girls Trip,7,2017,35,71,175,91,210,87.67
Gladiator,5,2000,46,67,259,80,305,78.04
Glass,1,2019,53,43,409,37,462,37.69
Glee: The 3D Concert Movie,8,2011,28,48,,,28,48.00
Glitter,9,2001,23,14,87,6,110,7.67
Glory Road,1,2006,33,58,152,55,185,55.54
Goal! The Dream Begins,5,2006,,,,,0,0
God's Not Dead,3,2014,6,16,25,12,31,12.77
Gods and Generals,2,2003,29,30,121,8,150,12.25
Gods of Egypt,2,2016,25,25,195,14,220,15.25
Godsend,4,2004,32,24,138,4,170,7.76
Godzilla,4,2014,48,62,330,76,378,74.22
Godzilla Minus One,11,2023,35,81,180,98,215,95.23
Godzilla x Kong: The New Empire,3,2024,51,47,230,54,281,52.73
Godzilla: King of the Monsters,5,2019,47,48,353,42,400,42.70
Going in Style,4,2017,31,50,172,47,203,47.46
Going the Distance,9,2010,31,51,167,54,198,53.53
Gone,2,2012,15,36,69,12,84,16.29
Gone Baby Gone,10,2007,34,72,184,94,218,90.57
Gone Girl,10,2014,49,79,374,87,423,86.07
Gone in 60 Seconds,6,2000,34,35,,,34,35.00
Good Boy,10,2003,30,49,,,30,49.00
Good Boys,8,2019,44,60,247,81,291,77.82
Good Luck Chuck,9,2007,23,19,116,5,139,7.32
Good Night and Good Luck.,10,2005,41,80,,,41,80.00
Goosebumps,10,2015,29,60,165,78,194,75.31
Goosebumps 2: Haunted Halloween,10,2018,20,53,94,48,114,48.88
Gosford Park,12,2001,34,90,165,87,199,87.51
Gossip,4,2000,21,31,67,28,88,28.72
Gothika,11,2003,36,38,168,15,204,19.06
Gotti,6,2018,16,24,58,0,74,5.19
Gracie,6,2007,25,52,92,62,117,59.86
Gran Torino,12,2008,34,73,237,81,271,80.00
Grandma,8,2015,37,77,175,91,212,88.56
Gravity,10,2013,49,96,362,96,411,96.00
Grease,4,2018,,,,,0,0
Green Book,11,2018,52,69,365,77,417,76.00
Green Lantern,6,2011,39,39,250,25,289,26.89
Green Zone,3,2010,38,63,191,53,229,54.66
Gridiron Gang,9,2006,25,52,102,43,127,44.77
Grind,8,2003,24,30,74,8,98,13.39
Grindhouse,4,2007,36,77,195,84,231,82.91
Grown Ups,6,2010,32,30,172,10,204,13.14
Grown Ups 2,7,2013,28,19,116,8,144,10.14
Grudge Match,12,2013,32,35,143,31,175,31.73
Guardians of the Galaxy,8,2014,53,76,339,92,392,89.84
Guardians of the Galaxy Vol. 2,5,2017,47,67,426,85,473,83.21
Guess Who,3,2005,35,49,150,41,185,42.51
Gulliver's Travels,12,2010,32,33,121,20,153,22.72
Hacksaw Ridge,11,2016,47,71,280,84,327,82.13
Hail Caesar!,2,2016,50,72,,,50,72.00
"Hail, Caesar!",2,2016,50,72,362,86,412,84.30
Hairspray,7,2007,37,81,219,92,256,90.41
Half Nelson,8,2006,31,85,159,91,190,90.02
Half Past Dead,11,2002,23,23,88,3,111,7.14
Hall Pass,2,2011,36,45,180,33,216,35.00
Halloween,8,2007,18,47,123,28,141,30.43
Halloween 2,8,2009,17,35,,,17,35.00
Halloween II,8,2009,17,35,85,25,102,26.67
Halloween: Resurrection,7,2002,17,19,70,10,87,11.76
Hamlet 2,8,2008,28,54,146,62,174,60.71
Hancock,7,2008,37,49,227,42,264,42.98
Hands of Stone,8,2016,31,54,110,45,141,46.98
Hanging Up,2,2000,30,33,85,12,115,17.48
Hangman's Curse,9,2003,40,63,6,0,46,54.78
Hanna,4,2011,40,65,239,72,279,71.00
Hannah Montana: The Movie,4,2009,25,47,134,43,159,43.63
Hannibal,2,2001,36,57,172,39,208,42.12
Hannibal Rising,2,2007,30,35,148,16,178,19.20
Hansel & Gretel: Witch Hunters,1,2013,25,23,147,16,172,17.02
Happily N'Ever After,1,2007,,,81,6,81,6.00
Happy Death Day,10,2017,26,58,160,71,186,69.18
Happy Death Day 2U,2,2019,31,57,212,71,243,69.21
Happy Feet,11,2006,30,77,170,76,200,76.15
Happy Feet Two,11,2011,25,50,120,46,145,46.69
Hard Candy,4,2006,,,,,0,0
Hardball,9,2001,,,115,41,115,41.00
Hardcore Henry,4,2016,,,,,0,0
Harold & Kumar Escape from Guantanamo Bay,4,2008,27,57,,,27,57.00
Harold & Kumar Go to White Castle,7,2004,29,64,150,75,179,73.22
Harriet,11,2019,41,66,234,74,275,72.81
Harry Brown,4,2010,42,65,,,42,65.00
Harry Potter and the Chamber of Secrets,11,2002,35,63,237,82,272,79.56
Harry Potter and the Goblet of Fire,11,2005,38,81,256,88,294,87.10
Harry Potter and the Half-Blood Prince,7,2009,36,78,280,84,316,83.32
Harry Potter and the Order of the Phoenix,7,2007,37,71,256,78,293,77.12
Harry Potter and the Prisoner of Azkaban,6,2004,40,82,260,90,300,88.93
Harry Potter and the Sorcerer's Stone,11,2001,37,65,201,81,238,78.51
Hart's War,2,2002,32,49,122,60,154,57.71
Haunted Mansion,7,2023,52,47,254,37,306,38.70
Haywire,1,2012,,,,,0,0
He's Just Not That Into You,2,2009,32,47,169,41,201,41.96
Head Over Heels,2,2001,25,27,89,10,114,13.73
Head of State,3,2003,32,44,120,30,152,32.95
Heartbreakers,3,2001,32,47,125,54,157,52.57
Hearts in Atlantis,9,2001,30,55,137,49,167,50.08
Heaven Is for Real,4,2014,27,47,88,51,115,50.06
Heist,11,2001,33,66,131,67,164,66.80
Hell Fest,9,2018,11,26,66,39,77,37.14
Hell or High Water,8,2016,47,88,290,97,337,95.74
Hellboy,4,2004,37,72,204,81,241,79.62
Hellboy II: The Golden Army,7,2008,36,78,249,86,285,84.99
Her,12,2013,47,91,293,95,340,94.45
Hercules,7,2014,25,47,122,58,147,56.13
Here Comes the Boom,10,2012,26,40,98,42,124,41.58
Here on Earth,3,2000,24,25,69,17,93,19.06
Hereafter,10,2010,42,56,235,47,277,48.36
Hereditary,6,2018,49,87,383,90,432,89.66
Hesher,5,2011,,,,,0,0
Hey Arnold! The Movie,6,2002,23,47,78,29,101,33.10
Hidalgo,3,2004,36,54,165,46,201,47.43
Hidden Figures,12,2016,47,74,325,93,372,90.60
High Crimes,4,2002,33,48,132,30,165,33.60
High Fidelity,3,2000,35,79,165,91,200,88.90
High Heels and Low Lifes,10,2001,7,39,30,20,37,23.59
High School Musical 3: Senior Year,10,2008,26,57,132,64,158,62.85
High Tension,6,2005,,,,,0,0
Higher Ground,8,2011,34,74,92,82,126,79.84
Highlander: Endgame,9,2000,16,21,53,11,69,13.32
His Only Son,3,2023,,,12,83,12,83.00
Hit and Run,8,2012,31,50,,,31,50.00
Hitch,2,2005,36,58,188,69,224,67.23
Hitman,11,2007,22,35,105,16,127,19.29
Hitman: Agent 47,8,2015,27,28,131,8,158,11.42
Holes,4,2003,29,71,140,78,169,76.80
Hollow Man,8,2000,35,24,119,26,154,25.55
Hollywood Ending,5,2002,37,46,133,47,170,46.78
Hollywood Homicide,6,2003,36,47,163,30,199,33.08
Holmes & Watson,12,2018,23,24,81,10,104,13.10
Home,3,2015,31,55,,,31,55.00
Home Again,9,2017,29,41,139,32,168,33.55
Home on the Range,4,2004,30,50,129,52,159,51.62
Homefront,11,2013,35,40,116,42,151,41.54
Honey,12,2003,30,37,117,21,147,24.27
Hoot,5,2006,26,46,99,26,125,30.16
Hop,4,2011,23,41,140,24,163,26.40
Hope Springs,8,2012,39,65,173,75,212,73.16
Horrible Bosses,7,2011,40,57,224,69,264,67.18
