movie_name,month,year,critic_vote_metacritic,meta_score_metacritic,critic_vote_rotten,meta_score_rotten,critic_vote,meta_score
Sin City,4,2005,40,74,257,76,297,75.73
Sin City: A Dame to Kill For,8,2014,38,46,,,38,46.00
Sinbad: Legend of the Seven Seas,7,2003,33,48,128,45,161,45.61
Sing,12,2016,37,59,,,37,59.00
Sinister,10,2012,30,53,158,63,188,61.40
Sinister 2,8,2015,17,32,91,14,108,16.83
Sisters,12,2015,36,58,179,60,215,59.67
Sky Captain and the World of Tomorrow,9,2004,36,64,208,71,244,69.97
Sky High,7,2005,29,62,132,73,161,71.02
Skyfall,11,2012,49,81,392,92,441,90.78
Skyline,11,2010,18,26,86,15,104,16.90
Skyscraper,7,2018,43,51,292,48,335,48.39
Slackers,2,2002,28,12,105,10,133,10.42
Sleepless,1,2017,15,34,61,25,76,26.78
Sleepover,7,2004,29,33,100,15,129,19.05
Sleight,4,2017,,,,,0,0
Slender Man,8,2018,15,30,80,8,95,11.47
Slither,3,2006,27,69,142,87,169,84.12
Slumdog Millionaire,11,2008,36,84,291,91,327,90.23
Small Time Crooks,5,2000,32,69,101,66,133,66.72
Smallfoot,9,2018,25,60,129,76,154,73.40
Smokin' Aces,1,2007,,,158,31,158,31.00
Smurfs: The Lost Village,4,2017,25,40,,,25,40.00
Snakes on a Plane,8,2006,31,58,180,69,211,67.38
Snatch,12,2000,31,55,143,74,174,70.61
Snatched,5,2017,41,45,214,36,255,37.45
Snitch,2,2013,34,51,151,58,185,56.71
Snow Day,2,2000,22,34,66,29,88,30.25
Snow Dogs,1,2002,26,29,85,26,111,26.70
Snow Flower and the Secret Fan,7,2011,31,42,90,22,121,27.12
Snow White and the Huntsman,6,2012,39,57,240,49,279,50.12
Snowden,9,2016,43,58,263,61,306,60.58
Snowpiercer,6,2014,,,,,0,0
Solaris,11,2002,38,67,210,66,248,66.15
Solitary Man,5,2010,,,,,0,0
Solo: A Star Wars Story,5,2018,54,62,484,69,538,68.30
Someone Like You,3,2001,30,32,120,42,150,40.00
Something Borrowed,5,2011,30,36,117,15,147,19.29
Something's Gotta Give,12,2003,40,66,172,72,212,70.87
Somewhere,12,2010,40,67,198,70,238,69.50
Son of God,2,2014,25,37,73,19,98,23.59
Son of the Mask,2,2005,26,20,105,6,131,8.78
Sorority Boys,3,2002,20,25,68,12,88,14.95
Sorority Row,9,2009,11,24,81,25,92,24.88
Sorry to Bother You,7,2018,51,78,310,93,361,90.88
Soul Men,11,2008,23,49,100,45,123,45.75
Soul Plane,5,2004,26,33,101,18,127,21.07
Soul Surfer,4,2011,27,53,106,45,133,46.62
Soul Survivors,9,2001,11,20,47,4,58,7.03
Sound of Freedom,7,2023,11,36,,,11,36.00
Source Code,4,2011,41,74,266,92,307,89.60
Southpaw,7,2015,42,57,242,60,284,59.56
Space Chimps,7,2008,18,36,91,33,109,33.50
Space Cowboys,8,2000,35,73,122,78,157,76.89
Spanglish,12,2004,36,48,168,54,204,52.94
Sparkle,8,2012,28,54,95,57,123,56.32
Spectre,11,2015,48,60,370,63,418,62.66
Speed Racer,5,2008,37,37,218,42,255,41.27
Spider,12,2002,35,83,139,85,174,84.60
Spider-Man,5,2002,38,73,249,90,287,87.75
Spider-Man 2,6,2004,41,83,277,93,318,91.71
Spider-Man 3,5,2007,40,59,263,63,303,62.47
Spider-Man: Across the Spider-Verse,6,2023,60,86,386,95,446,93.79
Spider-Man: Far from Home,7,2019,55,69,,,55,69.00
Spider-Man: Homecoming,7,2017,51,73,399,92,450,89.85
Spies in Disguise,12,2019,22,54,122,77,144,73.49
Spirit: Stallion of the Cimarron,5,2002,29,52,127,69,156,65.84
Spirited Away,4,2023,19,54,,,19,54.00
Splice,6,2010,,,,,0,0
Split,1,2017,,,,,0,0
Spotlight,11,2015,45,93,383,97,428,96.58
Spring Breakers,3,2013,,,,,0,0
Spy,6,2015,40,75,261,95,301,92.34
Spy Game,11,2001,29,63,135,64,164,63.82
Spy Kids,3,2001,27,71,131,93,158,89.24
Spy Kids 2: Island of Lost Dreams,8,2002,29,66,,,29,66.00
Spy Kids 3: Game Over,7,2003,30,57,139,45,169,47.13
Spy Kids 4: All the Time in the World,8,2011,14,37,,,14,37.00
St. Vincent,10,2014,40,64,194,78,234,75.61
Stan & Ollie,12,2018,41,75,,,41,75.00
Star Trek,5,2009,46,82,356,94,402,92.63
Star Trek Beyond,7,2016,50,68,318,86,368,83.55
Star Trek Into Darkness,5,2013,43,72,297,84,340,82.48
Star Trek: Nemesis,12,2002,29,51,173,38,202,39.87
Star Trek: The Motion Picture,9,2019,,,,,0,0
Star Wars: Episode I - The Phantom Menace,2,2012,,,,,0,0
Star Wars: Episode II - Attack of the Clones,11,2002,39,54,257,65,296,63.55
Star Wars: Episode III - Revenge of the Sith,5,2005,40,68,305,79,345,77.72
Star Wars: Episode VI - Return of the Jedi,4,2023,,,,,0,0
Star Wars: Episode VII - The Force Awakens,12,2015,55,80,,,55,80.00
Star Wars: Episode VIII - The Last Jedi,12,2017,56,84,,,56,84.00
Star Wars: The Clone Wars,8,2008,30,35,172,19,202,21.38
Stardust,8,2007,33,66,198,77,231,75.43
Starsky & Hutch,3,2004,40,55,194,63,234,61.63
State of Play,4,2009,36,64,216,84,252,81.14
Stay Alive,3,2006,17,24,59,10,76,13.13
Stealing Harvard,9,2002,25,25,105,9,130,12.08
Stealth,7,2005,31,35,140,13,171,16.99
Steamboy,3,2005,,,,,0,0
Step Brothers,7,2008,33,51,205,55,238,54.45
Step Up,8,2006,23,48,108,21,131,25.74
Step Up 3D,8,2010,23,45,,,23,45.00
Step Up Revolution,7,2012,22,43,98,41,120,41.37
Steve Jobs,10,2015,45,82,316,85,361,84.63
Stick It,4,2006,25,53,98,32,123,36.27
Still Alice,1,2015,7,65,,,7,65.00
Stoker,3,2013,42,58,205,70,247,67.96
Stolen,9,2012,4,43,23,17,27,20.85
Stolen Summer,3,2002,24,36,58,36,82,36.00
Stomp the Yard,1,2007,24,44,89,27,113,30.61
Stone,10,2010,27,58,105,50,132,51.64
Stop-Loss,3,2008,35,61,143,64,178,63.41
Storks,9,2016,31,56,139,65,170,63.36
Straight Outta Compton,8,2015,41,72,248,89,289,86.59
Strange Wilderness,2,2008,12,12,48,2,60,4.00
Stranger Than Fiction,11,2006,35,67,177,73,212,72.01
Straw Dogs,9,2011,29,45,128,42,157,42.55
Strays,8,2023,45,54,172,53,217,53.21
Street Fighter: The Legend of Chun-Li,2,2009,11,17,62,3,73,5.11
Street Kings,4,2008,28,55,152,38,180,40.64
Stronger,9,2017,41,76,196,91,237,88.41
Stuart Little 2,7,2002,29,66,123,81,152,78.14
Stuber,7,2019,37,42,231,42,268,42.00
Suburbicon,10,2017,49,42,259,28,308,30.23
Sucker Punch,3,2011,29,33,220,22,249,23.28
Suffragette,10,2015,37,64,223,73,260,71.72
Sugar & Spice,1,2001,17,48,,,17,48.00
Suicide Squad,8,2016,53,40,394,26,447,27.66
Sully,9,2016,46,74,348,85,394,83.72
Summer Catch,8,2001,25,21,91,8,116,10.80
Sunshine,7,2007,34,64,169,76,203,73.99
Sunshine Cleaning,3,2009,,,,,0,0
Super,4,2011,,,,,0,0
Super 8,6,2011,41,72,297,81,338,79.91
Super Size Me,5,2004,37,73,171,92,208,88.62
Super Troopers,2,2002,,,,,0,0
Super Troopers 2,4,2018,29,41,103,35,132,36.32
SuperFly,6,2018,30,52,,,30,52.00
Superbabies: Baby Geniuses 2,8,2004,19,9,,,19,9.00
Superbad,8,2007,36,76,208,88,244,86.23
Superhero Movie,3,2008,14,33,51,16,65,19.66
Superman Returns,6,2006,40,72,267,74,307,73.74
Supernova,1,2000,19,19,63,11,82,12.85
Surfer Dude,9,2008,6,16,,,6,16.00
Surrogates,9,2009,21,45,117,37,138,38.22
Survival of the Dead,5,2010,,,,,0,0
Suspect Zero,8,2004,29,37,128,18,157,21.51
Suspiria,10,2018,56,64,334,65,390,64.86
Sweeney Todd: The Demon Barber of Fleet Street,12,2007,39,83,233,86,272,85.57
Sweet Home Alabama,9,2002,35,45,160,38,195,39.26
Sweet Land,10,2006,,,,,0,0
Sweet November,2,2001,30,27,99,15,129,17.79
Swept Away,10,2002,27,18,78,5,105,8.34
Swimfan,9,2002,19,29,93,15,112,17.38
Swimming Pool,7,2003,37,70,155,83,192,80.49
Swing Vote,8,2008,30,47,151,38,181,39.49
Swiss Army Man,6,2016,36,64,210,72,246,70.83
Swordfish,6,2001,33,32,139,26,172,27.15
Sydney White,9,2007,21,45,85,35,106,36.98
Synecdoche New York,10,2008,34,67,,,34,67.00
Syriana,11,2005,40,76,198,73,238,73.50
T2 Trainspotting,3,2017,42,67,252,81,294,79.00
TMNT,3,2007,21,41,121,36,142,36.74
Tag,6,2018,35,56,205,56,240,56.00
Take Me Home Tonight,3,2011,28,42,113,28,141,30.78
Take Shelter,9,2011,34,85,171,92,205,90.84
Take the Lead,4,2006,30,55,122,44,152,46.17
Taken,1,2009,,,,,0,0
Taken 2,10,2012,35,45,173,22,208,25.87
Taken 3,1,2015,,,,,0,0
Takers,8,2010,20,45,117,28,137,30.48
Taking Lives,3,2004,35,38,158,22,193,24.90
Taking Woodstock,8,2009,35,55,183,48,218,49.12
Talladega Nights: The Ballad of Ricky Bobby,8,2006,33,66,187,71,220,70.25
Tamara,2,2006,,,,,0,0
Tammy,7,2014,36,39,185,24,221,26.44
Tangled,11,2010,34,71,229,89,263,86.67
Taxi,10,2004,27,27,106,9,133,12.65
Team America: World Police,10,2004,38,64,199,77,237,74.92
Tears of the Sun,3,2003,36,48,155,34,191,36.64
Ted,6,2012,37,62,224,69,261,68.01
Ted 2,6,2015,38,48,207,44,245,44.62
Teen Titans GO! To the Movies,7,2018,25,69,,,25,69.00
Teenage Mutant Ninja Turtles,8,2014,33,31,165,21,198,22.67
Teenage Mutant Ninja Turtles: Mutant Mayhem,8,2023,47,74,251,95,298,91.69
Teenage Mutant Ninja Turtles: Out of the Shadows,6,2016,30,40,173,38,203,38.30
Terminator 2: Judgment Day,8,2017,,,,,0,0
Terminator 3: Rise of the Machines,7,2003,41,66,207,70,248,69.34
Terminator Genisys,7,2015,41,38,278,26,319,27.54
Terminator Salvation,5,2009,46,49,280,33,326,35.26
Terminator: Dark Fate,10,2019,51,54,351,70,402,67.97
Testament of Youth,6,2015,41,64,,,41,64.00
Thank You for Smoking,3,2006,,,,,0,0
Thank You for Your Service,10,2017,34,68,113,76,147,74.15
Thanksgiving,11,2023,34,63,150,84,184,80.12
That Awkward Moment,1,2014,33,36,142,23,175,25.45
That's My Boy,6,2012,27,31,114,20,141,22.11
The 15:17 to Paris,2,2018,36,45,167,23,203,26.90
The 33,11,2015,31,55,157,48,188,49.15
The 40-Year-Old Virgin,8,2005,35,73,,,35,73.00
The 5th Wave,1,2016,,,141,17,141,17.00
The 6th Day,11,2000,30,49,117,40,147,41.84
The A-Team,6,2010,37,47,220,49,257,48.71
The Accountant,10,2016,45,51,286,53,331,52.73
The Addams Family,10,2019,23,46,159,45,182,45.13
The Adjustment Bureau,3,2011,41,60,264,72,305,70.39
The Adventures of Pluto Nash,8,2002,12,12,91,5,103,5.82
The Adventures of Rocky & Bullwinkle,6,2000,30,36,,,30,36.00
The Adventures of Tintin,12,2011,40,68,236,75,276,73.99
The Age of Adaline,4,2015,31,51,171,55,202,54.39
The Alamo,4,2004,38,47,159,29,197,32.47
The Amazing Spider-Man,7,2012,42,66,340,71,382,70.45
The Amazing Spider-Man 2,5,2014,50,53,315,51,365,51.27
The American,9,2010,36,61,227,64,263,63.59
The Amityville Horror,4,2005,31,33,164,24,195,25.43
The Angry Birds Movie,5,2016,27,43,160,44,187,43.86
The Angry Birds Movie 2,8,2019,23,60,109,72,132,69.91
The Animal,6,2001,,,84,30,84,30.00
The Ant Bully,7,2006,26,59,118,62,144,61.46
The Apparition,8,2012,13,18,62,3,75,5.60
The Art of Racing in the Rain,8,2019,31,43,120,45,151,44.59
The Artist,11,2011,41,89,329,95,370,94.34
The Assassination of Jesse James by the Coward Robert Ford,9,2007,32,68,177,77,209,75.62
The Astronaut Farmer,2,2007,,,,,0,0
The Avengers,5,2012,43,69,,,43,69.00
The Aviator,12,2004,41,77,230,87,271,85.49
The Awakening,8,2012,,,,,0,0
The BFG,7,2016,48,66,306,74,354,72.92
The Back-up Plan,4,2010,32,34,151,17,183,19.97
The Banger Sisters,9,2002,33,48,144,48,177,48.00
The Bank Job,3,2008,32,69,147,80,179,78.03
The Beaver,5,2011,40,60,188,63,228,62.47
The Beguiled,6,2017,45,77,330,78,375,77.88
The Believer,5,2002,39,87,,,39,87.00
The Belko Experiment,3,2017,,,,,0,0
The Benchwarmers,4,2006,17,25,71,13,88,15.32
The Best Exotic Marigold Hotel,5,2012,,,,,0,0
The Best Man Holiday,11,2013,30,59,97,71,127,68.17
The Best of Enemies,4,2019,25,49,83,52,108,51.31
The Best of Me,10,2014,26,29,83,12,109,16.06
The Big Bounce,1,2004,36,42,136,15,172,20.65
The Big Short,12,2015,45,81,329,89,374,88.04
The Big Sick,6,2017,47,86,307,98,354,96.41
The Big Wedding,4,2013,32,28,110,7,142,11.73
The Big Year,10,2011,29,53,102,42,131,44.44
The Birth of a Nation,10,2016,50,69,271,72,321,71.53
The Black Dahlia,9,2006,35,49,192,32,227,34.62
The Blind Side,11,2009,29,53,206,66,235,64.40
The Boat That Rocked,11,2009,14,74,,,14,74.00
The Book Thief,11,2013,31,53,150,49,181,49.69
The Book of Eli,1,2010,33,53,210,47,243,47.81
The Book of Life,10,2014,27,67,127,83,154,80.19
The Book of Mormon Movie Volume 1: The Journey,9,2003,41,94,6,17,47,84.17
The Boondock Saints II: All Saints Day,10,2009,16,24,45,22,61,22.52
The Boss,4,2016,39,40,195,22,234,25.00
The Boss Baby,3,2017,32,50,180,53,212,52.55
The Bounty Hunter,3,2010,31,22,154,12,185,13.68
The Bourne Identity,6,2002,38,68,194,84,232,81.38
The Bourne Legacy,8,2012,42,61,235,56,277,56.76
The Bourne Supremacy,7,2004,39,73,197,82,236,80.51
The Bourne Ultimatum,8,2007,38,85,268,92,306,91.13
The Box,11,2009,24,47,,,24,47.00
The Boxtrolls,9,2014,37,61,175,78,212,75.03
The Boy,1,2016,10,42,65,31,75,32.47
The Boy Next Door,1,2015,33,30,139,12,172,15.45
The Brave One,9,2007,33,56,184,43,217,44.98
The Break-Up,6,2006,37,46,194,34,231,35.92
The Brothers,3,2001,,,68,63,68,63.00
The Brothers Bloom,5,2009,9,78,,,9,78.00
The Brothers Grimm,8,2005,36,51,182,38,218,40.15
The Brothers Grimsby,3,2016,34,44,137,36,171,37.59
The Brothers Solomon,9,2007,17,32,73,16,90,19.02
The Bucket List,12,2007,34,42,177,41,211,41.16
The Butler,8,2013,47,65,,,47,65.00
The Butterfly Effect,1,2004,35,30,172,34,207,33.32
The Bye Bye Man,1,2017,22,37,93,18,115,21.63
The Cabin in the Woods,4,2012,,,,,0,0
The Call,3,2013,23,51,133,44,156,45.03
The Campaign,8,2012,35,50,208,66,243,63.70
The Case for Christ,4,2017,6,50,28,61,34,59.06
The Cat in the Hat,11,2003,37,19,,,37,19.00
The Cave,10,2019,21,83,65,97,86,93.58
The Caveman's Valentine,3,2001,27,44,84,45,111,44.76
The Cell,8,2000,32,40,166,45,198,44.19
The Change-Up,8,2011,35,39,157,26,192,28.37
The Children of Huang Shi,5,2008,22,49,78,31,100,34.96
The Chronicles of Narnia: Prince Caspian,5,2008,34,62,193,66,227,65.40
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,12,2005,39,75,,,39,75.00
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12,2005,39,75,217,75,256,75.00
The Chronicles of Narnia: The Voyage of the Dawn Treader,12,2010,33,53,168,50,201,50.49
The Chronicles of Riddick,6,2004,34,38,167,29,201,30.52
The Circle,4,2017,44,44,147,16,191,22.45
The City of Your Final Destination,4,2010,,,,,0,0
The Cold Light of Day,9,2012,10,22,49,4,59,7.05
The Collection,11,2012,16,38,49,37,65,37.25
The Collector,7,2009,11,29,77,29,88,29.00
The Commuter,1,2018,44,56,216,55,260,55.17
The Company,12,2003,32,73,132,72,164,72.20
The Company Men,1,2011,,,,,0,0
The Company You Keep,4,2013,,,,,0,0
The Conjuring,7,2013,35,68,228,86,263,83.60
The Conjuring 2,6,2016,38,65,254,80,292,78.05
The Conspirator,4,2011,,,,,0,0
The Constant Gardener,8,2005,39,82,192,83,231,82.83
The Contender,10,2000,35,59,132,77,167,73.23
The Cookout,9,2004,14,15,42,5,56,7.50
The Cooler,11,2003,36,69,173,77,209,75.62
The Core,3,2003,32,48,160,39,192,40.50
The Counselor,10,2013,42,48,219,34,261,36.25
The Count of Monte Cristo,1,2002,33,61,143,73,176,70.75
The Country Bears,7,2002,21,37,85,29,106,30.58
The Covenant,9,2006,16,19,77,4,93,6.58
The Crazies,2,2010,31,56,155,71,186,68.50
The Creator,9,2023,54,63,317,67,371,66.42
The Crimson Rivers,1,2001,,,,,0,0
The Crocodile Hunter: Collision Course,7,2002,23,50,83,53,106,52.35
The Croods,3,2013,30,55,144,72,174,69.07
The Curious Case of Benjamin Button,12,2008,37,70,259,72,296,71.75
The Curse of La Llorona,4,2019,28,41,191,28,219,29.66
The Curse of the Jade Scorpion,8,2001,31,52,123,45,154,46.41
The DUFF,2,2015,28,56,119,73,147,69.76
The Da Vinci Code,5,2006,40,46,231,25,271,28.10
The Danish Girl,11,2015,41,66,244,66,285,66.00
The Darjeeling Limited,9,2007,35,67,195,69,230,68.70
The Dark Knight,7,2008,39,84,347,94,386,92.99
The Dark Knight Rises,7,2012,45,78,381,87,426,86.05
The Dark Tower,8,2017,46,34,278,15,324,17.70
The Darkest Hour,12,2011,10,18,61,11,71,11.99
The Darkest Minds,8,2018,28,39,140,15,168,19.00
The Darkness,5,2016,,,35,3,35,3.00
The Day After Tomorrow,5,2004,38,47,220,45,258,45.29
The Day the Earth Stood Still,12,2008,34,40,195,21,229,23.82
The Debt,8,2011,,,,,0,0
The Deep End,8,2001,27,78,118,82,145,81.26
The Departed,10,2006,39,85,288,91,327,90.28
The Descendants,11,2011,43,84,273,87,316,86.59
The Descent,8,2006,,,,,0,0
The Devil Inside,1,2012,19,18,89,6,108,8.11
The Devil Wears Prada,6,2006,40,62,195,75,235,72.79
The Devil's Double,7,2011,28,52,104,55,132,54.36
The Devil's Rejects,7,2005,32,54,138,54,170,54.00
The Dictator,5,2012,41,58,224,56,265,56.31
