movie_name,month,year,budget,runtime,genres,mpaa,screens,opening_week,domestic_box_office,international_box_office,worldwide_box_office,country
Good Dick,10,2008,,86.0,Comedy Drama Romance,R,2,5036.0,27595.0,12329.0,39924.0,
America the Beautiful,5,2008,,105.0,Documentary,R,5,6760.0,76173.0,,76173.0,
Dare Not Walk Alone,4,2008,,83.0,Documentary,,3,9259.0,52166.0,,52166.0,
The Fall,5,2008,,117.0,Adventure Drama Fantasy,R,111,79611.0,2266905.0,1402560.0,3669465.0,
The Elephant King,10,2008,,92.0,Drama Romance,R,2,15959.0,22251.0,38871.0,61122.0,
Shoot the Piano Player,9,2008,,81.0,Crime Drama Thriller,,1,10466.0,20615.0,,20615.0,
Filth and Wisdom,10,2008,,84.0,Comedy Drama Music Romance,,10,4597.0,22406.0,332222.0,354628.0,
Mongol: The Rise of Genghis Khan,6,2008,18000000.0,126.0,Action Biography Drama History War,R,253,135326.0,5705761.0,20821749.0,26527510.0,
Aida,12,2007,,158.0,Music,,52,97874.0,222927.0,,222927.0,
La Traviata,2,2008,,134.0,Drama Music Musical,,49,19961.0,195494.0,,195494.0,
Saving Marriage,10,2008,,90.0,Documentary,PG-13,2,8044.0,18720.0,,18720.0,
What We Do Is Secret,8,2008,,92.0,Biography Drama Music,R,7,5888.0,58776.0,,58776.0,
Love and Honor,5,2008,,122.0,Drama History Romance,PG-13,3,5234.0,60910.0,33694664.0,33755574.0,
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2,2008,,74.0,Documentary Music,G,687,31117834.0,65281781.0,5361185.0,70642966.0,
The Kite Runner,12,2007,,128.0,Drama,PG-13,715,471713.0,15800078.0,59210951.0,75011029.0,
Be Kind Rewind,2,2008,,102.0,Comedy,PG-13,810,4100000.0,11175164.0,19404242.0,30579406.0,
The Orphanage,12,2007,,105.0,Drama Horror Mystery Thriller,R,707,233323.0,7161284.0,71477703.0,78638987.0,
The Diving Bell and the Butterfly,11,2007,,112.0,Biography Drama,PG-13,213,75721.0,6003227.0,13776889.0,19780116.0,
The Savages,11,2007,,114.0,Comedy Drama,R,201,151859.0,6623082.0,4030139.0,10653221.0,
In Bruges,2,2008,,107.0,Comedy Crime Drama Thriller,R,232,459575.0,7800824.0,25593616.0,33394440.0,
Persepolis,12,2007,,96.0,Animation Biography Drama History War,PG-13,536,88826.0,4445756.0,18338222.0,22783978.0,
Jodhaa Akbar,2,2008,,213.0,Action Drama History Romance War,,125,1300000.0,3440718.0,23449636.0,26890354.0,
Into the Wild,9,2007,,148.0,Adventure Biography Drama,R,660,212440.0,18354356.0,38320121.0,56674477.0,
Cassandra's Dream,1,2008,,108.0,Crime Drama Romance Thriller,PG-13,107,361901.0,973018.0,21713360.0,22686378.0,
I'm Not There,11,2007,,135.0,Biography Drama Music,R,149,730819.0,4017609.0,7646507.0,11664116.0,
4 Months 3 Weeks and 2 Days,1,2008,,113.0,Drama,,47,51712.0,1198208.0,8976631.0,10174839.0,
Diary of the Dead,2,2008,,95.0,Fantasy Horror Sci-Fi Thriller,R,48,232576.0,958961.0,4405897.0,5364858.0,
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2,2008,,100.0,Comedy Documentary,R,962,464170.0,603894.0,,603894.0,
Before the Devil Knows You're Dead,10,2007,,117.0,Crime Drama Thriller,R,321,73837.0,7084227.0,17953430.0,25037657.0,
The Counterfeiters,2,2008,,99.0,Crime Drama History War,R,170,87514.0,5488570.0,13326143.0,18814713.0,
Days of Darkness,12,2007,,104.0,Comedy Drama Fantasy,,68,277949.0,1491525.0,1923156.0,3414681.0,
Starting Out in the Evening,11,2007,,111.0,Drama Romance,PG-13,43,76214.0,898786.0,,898786.0,
Everything Is Fine,2,2008,,118.0,Drama,,26,99604.0,336569.0,36791.0,373360.0,
Mï¿½che Blanche les aventures du petit castor,2,2008,,77.0,Adventure Family,,44,65035.0,360886.0,1230634.0,1591520.0,
Teeth,1,2008,,94.0,Comedy Fantasy Horror Thriller,R,16,29521.0,347578.0,1992532.0,2340110.0,
Bonneville,2,2008,,93.0,Comedy Drama,PG,101,174571.0,488393.0,850177.0,1338570.0,
The Signal,2,2008,,103.0,Horror Sci-Fi Thriller,R,160,144836.0,251150.0,150312.0,401462.0,
Lars and the Real Girl,10,2007,12000000.0,106.0,Comedy Drama Romance,PG-13,321,90418.0,5972884.0,5320779.0,11293663.0,
Like Stars on Earth,12,2007,,162.0,Drama Family,PG,70,352568.0,1223869.0,20673504.0,21897373.0,
Blade Runner,10,2007,,117.0,Action Drama Sci-Fi Thriller,R,20,89150.0,1548502.0,668673.0,2218013.0,
The Darjeeling Limited,9,2007,16000000.0,91.0,Adventure Comedy Drama,R,698,134938.0,11902715.0,23176203.0,35078918.0,
City of Men,2,2008,,106.0,Crime Drama,,75,130579.0,325131.0,2264601.0,2589732.0,
Honeydripper,12,2007,,124.0,Crime Drama History Music Musical,PG-13,26,9863.0,267880.0,277045.0,544925.0,
Margot at the Wedding,11,2007,,93.0,Comedy Drama,R,121,81035.0,1959420.0,940736.0,2900156.0,
Steep,12,2007,,92.0,Documentary Sport,PG,23,21189.0,260586.0,58177.0,318763.0,
Taxi to the Dark Side,1,2008,,106.0,Crime Documentary History War,R,20,10930.0,274661.0,19648.0,294309.0,
Nanking,12,2007,,90.0,Biography History War,R,10,6316.0,161182.0,1405066.0,1566248.0,
The Polar Express,10,2007,165000000.0,100.0,Adventure Animation Comedy Family Fantasy Musical,,32,1968.0,2483757.0,91146.0,2574903.0,
Youth Without Youth,12,2007,,124.0,Drama Fantasy Mystery Romance Sci-Fi,R,18,28550.0,244397.0,2380362.0,2624759.0,
Little Chenier,1,2008,,120.0,Drama,R,17,37318.0,87939.0,,87939.0,
Me & You Us Forever,2,2008,,92.0,Drama,PG,78,58662.0,84093.0,,84093.0,
La Vie En Rose,6,2007,25000000.0,140.0,Biography Drama Music Romance,PG-13,178,179848.0,10301706.0,75973087.0,86274793.0,
Shoot Down,1,2008,,85.0,Documentary,PG-13,21,49182.0,74421.0,,74421.0,
Cover,2,2008,,98.0,Crime Drama Thriller,PG-13,14,30000.0,79436.0,,79436.0,
The Business of Being Born,1,2008,,87.0,Documentary,,3,9574.0,69991.0,,69991.0,
Last Year at Marienbad,1,2008,,94.0,Drama Mystery Romance,,2,15485.0,144492.0,,144847.0,
Still Life,1,2008,,111.0,Drama,,2,12744.0,76983.0,2427482.0,2504465.0,
Lust Caution,9,2007,15000000.0,157.0,Drama History Romance Thriller War,NC-17,143,63918.0,4604982.0,62486933.0,67091915.0,
Romance & Cigarettes,9,2007,,105.0,Comedy Musical Romance,R,19,,557471.0,2377771.0,2935242.0,
Chicago 10,2,2008,,110.0,Animation Documentary History War,R,14,42724.0,177490.0,,177490.0,
Beaufort,1,2008,,131.0,Action Drama War,,6,6808.0,102591.0,153189.0,255780.0,
The Witnesses,2,2008,,112.0,Drama Romance,,6,14800.0,78440.0,2962653.0,3041093.0,
Summer Palace,1,2008,,158.0,Drama Romance,,3,8717.0,63045.0,79982.0,143027.0,
Passage to Zarahemla,10,2007,,90.0,Adventure Fantasy,PG-13,28,57977.0,292102.0,,292102.0,
Alice's House,1,2008,,92.0,Drama,,6,19083.0,61822.0,131709.0,193531.0,
Undoing,1,2008,,90.0,Crime Drama Thriller,R,3,16065.0,44999.0,,44999.0,
Diva,11,2007,,117.0,Crime Music Thriller,,3,5672.0,110014.0,,110014.0,
Blonde and Blonder,1,2008,,95.0,Comedy Crime,PG-13,14,26470.0,42183.0,737090.0,779273.0,
The Violin,12,2007,,98.0,Drama Music,,3,5647.0,65298.0,1120949.0,1186247.0,
War Dance,11,2007,,105.0,Documentary Music War,PG-13,10,15471.0,115210.0,22767.0,137977.0,
Tristan und Isolde Azione in tre atti,1,2008,,80.0,Drama Musical,,6,2676.0,50172.0,,50172.0,
Control,10,2007,,122.0,Biography Drama Music,R,29,27674.0,872252.0,7287256.0,8159508.0,
For the Bible Tells Me So,10,2007,,95.0,Documentary Romance,,15,7412.0,312751.0,,312751.0,
The Assassination of Jesse James by the Coward Robert Ford,9,2007,30000000.0,160.0,Biography Crime Drama History Western,R,301,147812.0,3909149.0,11092627.0,15001776.0,
Jimmy Carter Man from Plains,10,2007,,125.0,Biography Documentary History,PG,21,10413.0,108807.0,10456.0,119263.0,
The Hottie & the Nottie,2,2008,,91.0,Comedy Romance,PG-13,111,27696.0,27696.0,1568536.0,1596232.0,
The Air I Breathe,1,2008,,95.0,Crime Drama Thriller,R,7,19487.0,25775.0,2571873.0,2597648.0,
Billy the Kid,12,2007,,85.0,Documentary,,3,7923.0,52823.0,,52823.0,
The Walker,12,2007,,108.0,Crime Drama Mystery,R,14,16525.0,79698.0,510718.0,590416.0,
The Tracey Fragments,5,2008,,77.0,Drama,R,4,3002.0,32645.0,9673.0,42318.0,
Santa vs. the Snowman 3D,11,2007,,32.0,Animation Comedy Family Short,,24,9815.0,769405.0,22847.0,792252.0,
Bab'Aziz: The Prince That Contemplated His Soul,2,2008,,96.0,Drama,,2,3286.0,89672.0,263447.0,353119.0,
How to Cook Your Life,10,2007,,100.0,Documentary,PG-13,7,8741.0,87370.0,286357.0,373727.0,
Praying with Lior,2,2008,,87.0,Biography Documentary Family,,4,8401.0,82553.0,,82553.0,
Baby Blues,1,2008,,86.0,Drama,,1,17234.0,17234.0,,17234.0,
My Kid Could Paint That,10,2007,,82.0,Documentary Family Mystery,PG-13,20,26290.0,231574.0,26742.0,258316.0,
Day Zero,1,2008,,92.0,Drama,R,2,12070.0,16659.0,,16659.0,
Chop Shop,2,2008,,84.0,Drama,,3,8475.0,125045.0,97731.0,222776.0,
All Hat,1,2008,,89.0,Western,R,2,,15198.0,,15198.0,
Grace Is Gone,12,2007,,85.0,Drama War,PG-13,7,13880.0,50899.0,1029123.0,1080022.0,
Military Intelligence and You!,2,2008,,78.0,Comedy,,4,2541.0,14251.0,,14251.0,
Woman on the Beach,1,2008,,127.0,Comedy Drama Romance,,1,4250.0,23686.0,63949.0,87635.0,
Yiddish Theater: A Love Story,11,2007,,90.0,Documentary History,,3,1886.0,40182.0,,40182.0,
In the Valley of Elah,9,2007,,121.0,Crime Drama Mystery,R,978,133557.0,6777741.0,22764049.0,29541790.0,
Kurt Cobain About a Son,10,2007,,96.0,Documentary Music,,6,10749.0,87016.0,19708.0,106724.0,
T-Rex: Back to the Cretaceous,10,1998,,45.0,Adventure Family Fantasy,,38,,53354743.0,50605624.0,103960367.0,
Counter Investigation,2,2008,,85.0,Crime Thriller,,3,6182.0,,8017499.0,8029345.0,
Lost in Beijing,1,2008,,112.0,Drama,,2,4337.0,11163.0,1339804.0,1350967.0,
David & Layla,7,2007,,106.0,Comedy Drama Romance,,7,14491.0,120750.0,,120750.0,
Skid Marks,10,2007,,85.0,Action Comedy,R,4,2674.0,12959.0,,12959.0,
Joe Strummer: The Future Is Unwritten,11,2007,,124.0,Biography Documentary Music,,17,20880.0,248362.0,945129.0,1193491.0,
Sleuth,10,2007,,88.0,Crime Drama Mystery Thriller,R,35,50100.0,342895.0,4546856.0,4889751.0,
King Corn,10,2007,,88.0,Documentary,,8,6753.0,105422.0,,105422.0,
Imaginary Witness: Hollywood and the Holocaust,12,2007,,92.0,Documentary History,,3,630.0,21507.0,,21507.0,
A Walk to Beautiful,2,2008,,85.0,Documentary,,1,7718.0,7718.0,,7718.0,
London to Brighton,2,2008,,85.0,Crime Drama Thriller,R,3,6700.0,6700.0,442981.0,449681.0,
One Piece: Episode of Alabasta - The Desert Princess and the Pirates,2,2008,,90.0,Action Adventure Animation Comedy Drama,PG-13,97,5791.0,,7084304.0,7090891.0,
The Killing of John Lennon,1,2008,,114.0,Crime Drama,,1,3077.0,6975.0,46142.0,53117.0,
Lagerfeld Confidential,10,2007,,89.0,Documentary,,2,11477.0,67500.0,53143.0,120643.0,
Tre,2,2008,,87.0,Drama Romance,,2,4759.0,4759.0,,4759.0,
Outsourced,9,2007,,103.0,Comedy Drama Romance,PG-13,14,32227.0,163561.0,539763.0,703324.0,
Romulus My Father,2,2008,,104.0,Biography Drama,R,3,2791.0,4283.0,2230606.0,2234889.0,
The Willow Tree,8,2007,,96.0,Drama,,2,6048.0,25752.0,25747.0,51499.0,
The Unforeseen,2,2008,,88.0,Documentary,,3,2496.0,90287.0,,90287.0,
Genghis Khan: To the Ends of the Earth and Sea,2,2008,,136.0,Action Adventure Drama History War,R,40,3332.0,,11163609.0,11167501.0,
Vexille,2,2008,,109.0,Action Animation Sci-Fi,PG-13,97,3227.0,3259.0,1167092.0,1170351.0,
Vivere,2,2008,,97.0,Drama Romance,R,2,2119.0,3625.0,58033.0,61658.0,
El inmigrante,7,2007,,90.0,Documentary,,2,1578.0,15100.0,,15100.0,
Box Elder,3,2008,,89.0,Comedy,,2,3188.0,48996.0,,48996.0,
Shrooms,2,2008,,84.0,Comedy Horror Mystery Thriller,,4,1849.0,,4951758.0,4954621.0,
Arranged,12,2007,,90.0,Comedy Drama Romance,,2,5560.0,23571.0,88160.0,111731.0,
Forever,9,2007,,97.0,Documentary,,1,5202.0,31502.0,,31502.0,
Running with Arnold,1,2008,,72.0,Documentary,,2,2119.0,2119.0,,2119.0,
Nina's Heavenly Delights,11,2007,,94.0,Comedy,PG-13,2,267.0,9936.0,,9936.0,
Times and Winds,1,2008,,111.0,Drama,,2,1338.0,6176.0,381220.0,387396.0,
Fat Girls,10,2007,,82.0,Comedy Drama,R,2,,11204.0,,11204.0,
Shotgun Stories,12,2007,,92.0,Drama Thriller,PG-13,4,4553.0,46026.0,122211.0,168237.0,
White Rainbow,4,2006,,94.0,Drama,PG-13,1,4180.0,10529.0,,10529.0,
El Topo,12,2006,,125.0,Drama Western,,4,6857.0,80302.0,75518.0,156263.0,
The Informer,6,2007,,108.0,Crime Thriller,,2,9362.0,82772.0,,82772.0,
The Holy Mountain,1,2007,,114.0,Adventure Drama Fantasy,,3,4143.0,61001.0,34857.0,97895.0,
How to Rob a Bank (and 10 Tips to Actually Get Away with It),2,2008,,81.0,Comedy Crime Mystery Thriller,,1,109.0,1006.0,,1006.0,
Blindsight,3,2008,,104.0,Adventure Documentary,PG,5,5279.0,89169.0,277078.0,366247.0,
A Lawyer Walks Into a Bar...,2,2008,,92.0,Documentary,,1,980.0,5202.0,,5202.0,
Girls Rock!,3,2008,,90.0,Documentary Music,PG,14,29917.0,159294.0,,159294.0,
I Want Someone to Eat Cheese With,9,2007,,80.0,Comedy Romance,,14,12317.0,194568.0,,194568.0,
Sunshine Cleaning,3,2009,,91.0,Comedy Drama,R,642,219190.0,12062558.0,4517692.0,16580250.0,
Under the Sea 3D,2,2009,,41.0,Documentary Short,,108,661185.0,36262926.0,19639698.0,55902624.0,
Two Lovers,2,2009,,110.0,Drama Romance,R,148,94986.0,3149034.0,13154609.0,16303643.0,
The Wrestler,12,2008,6000000.0,109.0,Drama Sport,R,776,202714.0,26238243.0,18496417.0,44734660.0,
The Class,12,2008,,128.0,Drama,PG-13,126,,3766810.0,25536695.0,29303505.0,
Sin Nombre,3,2009,,96.0,Adventure Crime Drama Thriller,R,87,81446.0,2536665.0,2566040.0,5102705.0,
Milk,11,2008,20000000.0,128.0,Biography Drama History,R,882,1453844.0,31841299.0,22748259.0,54589558.0,
Gomorrah,12,2008,,137.0,Crime Drama,,50,5532.0,1579146.0,33282383.0,34861529.0,
The Cross,3,2009,,90.0,Documentary,PG,221,309455.0,741557.0,,741557.0,
The Great Buck Howard,3,2009,,90.0,Adventure Comedy Drama,PG,76,115004.0,750587.0,150102.0,900689.0,
Valentino: The Last Emperor,3,2009,,96.0,Documentary,PG-13,38,21762.0,1755134.0,448269.0,2203403.0,
Paris 36,4,2009,,120.0,Drama Music Musical Romance,PG-13,52,44690.0,851540.0,12089082.0,12940622.0,
Sugar,4,2009,,114.0,Drama Sport,R,51,60140.0,1082124.0,62314.0,1144438.0,
Everlasting Moments,3,2009,,131.0,Drama History,,30,40443.0,610825.0,2723929.0,3334754.0,
American Violet,4,2009,,103.0,Drama,PG-13,61,243162.0,554434.0,,554434.0,
Che: Part One/Che: Part Two,12,2008,,269.0,,,39,61070.0,1497109.0,281178.0,1778287.0,
Wendy and Lucy,12,2008,,80.0,Drama,R,40,18218.0,865695.0,326960.0,1192655.0,
Crossing Over,2,2009,,113.0,Crime Drama,R,42,77370.0,455654.0,3220879.0,3676533.0,
Shall We Kiss?,3,2009,,96.0,Comedy Romance,,33,28680.0,535499.0,2400938.0,2936437.0,
Waltz with Bashir,12,2008,,90.0,Animation Biography Documentary Drama History Mystery War,R,208,50021.0,2283849.0,8895523.0,11179372.0,
Tokyo!,3,2009,,112.0,Comedy Drama Fantasy,,18,23030.0,351059.0,838803.0,1189862.0,
The Informers,4,2009,,98.0,Crime Drama Thriller,R,482,300000.0,300000.0,82174.0,382174.0,
Play the Game,2,2009,,105.0,Comedy Romance,PG-13,55,51197.0,659483.0,,659483.0,
Goodbye Solo,3,2009,,91.0,Drama,R,34,38042.0,870781.0,71428.0,942209.0,
Tera Mera Ki Rishta,4,2009,,166.0,Drama Romance,,17,108741.0,271942.0,73121.0,345063.0,
Is Anybody There?,4,2009,,94.0,Drama,PG-13,165,46209.0,2026756.0,1341544.0,3368300.0,
Tokyo Sonata,3,2009,,120.0,Drama,PG-13,10,28345.0,278356.0,662074.0,940430.0,
Fanboys,2,2009,,120.0,Adventure Comedy Crime,PG-13,45,171533.0,688529.0,272674.0,961203.0,
Every Little Step,4,2009,,96.0,Documentary Music,PG-13,70,68504.0,1725141.0,1044622.0,2769763.0,
Anvil,4,2009,,80.0,Biography Documentary Drama Music,,27,34651.0,667911.0,283469.0,951380.0,
Lymelife,4,2009,,95.0,Comedy Drama Romance,R,35,27758.0,421307.0,119096.0,540403.0,
Harvard Beats Yale 29-29,11,2008,,105.0,Biography Documentary Sport War,,13,14088.0,268431.0,,268431.0,
Tyson,4,2009,,90.0,Biography Documentary Sport,R,56,85046.0,887918.0,77002.0,964920.0,
Hunger,12,2008,,96.0,Biography Crime Drama Thriller,,11,1980.0,154084.0,2570390.0,2724474.0,
Brothers at War,3,2009,,110.0,Documentary War,R,18,33142.0,153148.0,,153148.0,
12,3,2009,,159.0,Crime Drama Thriller,PG-13,20,12042.0,125120.0,7412333.0,7537453.0,
Ballerina,1,2009,,77.0,Documentary Music,,5,2656.0,114507.0,16953.0,131460.0,
Alien Trespass,4,2009,,84.0,Comedy Horror Sci-Fi Thriller,PG,40,43437.0,104526.0,,104526.0,
The Mysteries of Pittsburgh,4,2009,,95.0,Adventure Comedy Drama,,20,37572.0,80283.0,,80283.0,
Fados,3,2009,,93.0,Documentary Musical,,6,10823.0,129150.0,444894.0,574044.0,
Cherry Blossoms,1,2009,,127.0,Drama Romance,,8,3322.0,104589.0,12757069.0,12861658.0,
Katyn,2,2009,,122.0,Drama History War,,2,11053.0,118095.0,14650356.0,14768451.0,
Examined Life,2,2009,,87.0,Documentary,,6,12085.0,120712.0,,120712.0,
Medicine for Melancholy,1,2009,,88.0,Drama Romance,,7,12625.0,111551.0,,111551.0,
Sleep Dealer,4,2009,,90.0,Drama Romance Sci-Fi Thriller,PG-13,18,35050.0,80136.0,27423.0,107559.0,
Gigantic,4,2009,,98.0,Comedy Drama Romance,R,11,10294.0,102704.0,63184.0,165888.0,
Bart Got a Room,4,2009,,80.0,Comedy Drama Romance,PG-13,11,32763.0,53760.0,,53760.0,
The Song of Sparrows,4,2009,,96.0,Drama Family,PG,5,7863.0,116372.0,103988.0,220360.0,
Delhi-6,2,2009,,141.0,Drama,,90,602850.0,879913.0,12245666.0,13125579.0,
Royal Kill,4,2009,350000.0,90.0,Action Thriller,PG-13,5,26278.0,50090.0,,50090.0,
Z,3,2009,,127.0,Crime Drama Thriller,M/PG,2,10144.0,83305.0,,83305.0,
The Secrets,11,2008,,127.0,Drama Romance,R,9,19536.0,122094.0,141912.0,264006.0,
Rolling,4,2009,,90.0,Drama Music Romance,,4,10935.0,103318.0,,103318.0,
Skills Like This,3,2009,,88.0,Comedy,,7,9413.0,63163.0,,63163.0,
Tulpan,4,2009,,100.0,Comedy Drama,,4,8620.0,158741.0,1007603.0,1166344.0,
Lemon Tree,4,2009,,106.0,Drama War,,29,14602.0,569672.0,6817816.0,7387488.0,
In a Dream,4,2009,,77.0,Documentary,,4,5297.0,54640.0,,54640.0,
The Golden Boys,4,2009,,97.0,Comedy Romance,PG,20,18366.0,43600.0,,43600.0,
13B: Fear Has a New Address,3,2009,,138.0,Horror Mystery Thriller,,6,11056.0,36594.0,2445478.0,2482072.0,
Throw Down Your Heart,3,2009,,97.0,Documentary Family Music,,4,7283.0,89521.0,,89521.0,
Super Capers: The Origins of Ed and the Missing Bullion,3,2009,,98.0,Action Adventure Comedy Family Fantasy Mystery Romance Sci-Fi,PG,80,21559.0,30955.0,,30955.0,
American Swing,3,2009,,81.0,Documentary,,2,10174.0,30156.0,,30156.0,
Explicit Ills,3,2009,,87.0,Drama Romance,R,2,9125.0,28564.0,,28564.0,
Absurdistan,2,2009,,88.0,Comedy,,3,1441.0,39683.0,73586.0,113269.0,
Guest of Cindy Sherman,3,2009,,88.0,Documentary,,1,7685.0,27052.0,,27052.0,
Perestroika,3,2009,,97.0,Drama,,1,3532.0,26064.0,,26064.0,
The Oscar Nominated Short Films 2009: Live Action,2,2009,,94.0,,,60,150203.0,644635.0,,644635.0,
Mancora,3,2009,,100.0,Drama,R,2,7675.0,29697.0,166372.0,196069.0,
Il Divo,4,2009,,110.0,Biography Drama,,8,13867.0,240159.0,11020207.0,11260366.0,
Stomp! Shout! Scream!,4,2009,,78.0,Comedy Horror Music Mystery Sci-Fi,,8,3730.0,112791.0,,112791.0,
Coyote County Loser,3,2009,,92.0,Comedy Drama Romance,PG,2,4724.0,24375.0,,24375.0,
Lï¿½on Morin Priest,4,2009,,117.0,Drama Romance War,,1,9515.0,27567.0,,27567.0,
Severed Ways: The Norse Discovery of America,3,2009,,107.0,Adventure Drama History,,1,7686.0,18728.0,,18728.0,
Crips and Bloods: Made in America,1,2009,,93.0,Crime Documentary,,4,10537.0,70219.0,,70219.0,
April Showers,4,2009,,94.0,Crime Drama,R,18,8040.0,16880.0,,16880.0,
Nursery University,4,2009,,90.0,Documentary,,4,11307.0,26042.0,,26042.0,
Outlander,1,2009,50000000.0,115.0,Action Adventure Sci-Fi,R,81,59581.0,166003.0,6868695.0,7034698.0,
The Education of Charlie Banks,3,2009,,100.0,Drama,R,3,8538.0,15078.0,,15078.0,
Carmen and Geoffrey,3,2009,,80.0,Documentary,,1,5656.0,14130.0,,14130.0,
Just Another Love Story,1,2009,,100.0,Crime Drama Thriller,,3,3470.0,45835.0,2414525.0,2460360.0,
The Betrayal,11,2008,,96.0,Documentary,,3,5864.0,41271.0,,41271.0,
The Escapist,4,2009,,102.0,Crime Drama Thriller,,2,3075.0,13439.0,374735.0,388174.0,
An American Affair,2,2009,,93.0,Drama,R,2,11700.0,28044.0,,28044.0,
Sherman's Way,3,2009,,97.0,Comedy,,4,2789.0,13282.0,,13282.0,
The New Twenty,3,2009,,92.0,Drama,,1,6272.0,17625.0,,17625.0,
Made in U.S.A,1,2009,,90.0,Comedy Crime Mystery,Not,2,11147.0,95209.0,,95209.0,
Ciao,12,2008,,87.0,Drama Romance,R,3,2672.0,49494.0,,49494.0,
Treeless Mountain,4,2009,,89.0,Drama,,4,5014.0,60336.0,63687.0,124023.0,
The River Within,4,2009,,102.0,Drama Family,,1,9811.0,9811.0,,9811.0,
Between Love & Goodbye,1,2009,,97.0,Drama Music Romance,,2,6674.0,18480.0,,18480.0,
Billu,2,2009,,137.0,Comedy Drama,,70,512124.0,754928.0,7279869.0,8034797.0,
Service,1,2009,,87.0,Drama Romance,R,4,12824.0,64536.0,90620.0,155156.0,
Pray the Devil Back to Hell,11,2008,,72.0,Documentary,,5,8227.0,90066.0,,90066.0,
How About You,11,2008,,87.0,Comedy Drama,,7,6022.0,78234.0,675950.0,754184.0,
Winter of Frozen Dreams,4,2009,,92.0,Crime Drama,R,1,3606.0,8321.0,,8321.0,
Spinning Into Butter,3,2009,,86.0,Drama,R,4,5534.0,8064.0,,8064.0,
Reunion,3,2009,,90.0,Drama,,2,6542.0,8030.0,,8030.0,
The Wild Child,11,2008,,83.0,Biography Drama History,,2,6680.0,65051.0,,65051.0,
Jazz in the Diamond District,4,2009,,79.0,Drama,R,1,5107.0,7634.0,,7634.0,
Mutant Chronicles,4,2009,,111.0,Action Adventure Mystery Sci-Fi,R,2,4724.0,6820.0,2124237.0,2131057.0,
Our City Dreams,2,2009,,85.0,Documentary,,3,4056.0,34972.0,,34972.0,
The Bride & The Grooms,4,2009,,99.0,Comedy Romance,,15,5483.0,5995.0,,5995.0,
Waiting for Dublin,3,2009,,83.0,Romance,,4,4183.0,5925.0,,5925.0,
The Garden,4,2009,,80.0,Documentary,,4,4114.0,26931.0,,26931.0,
Three Monkeys,3,2009,,109.0,Drama,,3,3045.0,41343.0,1936437.0,1977780.0,
Dhoondte Reh Jaoge,3,2009,,131.0,Comedy Drama,,10,5126.0,5127.0,2155968.0,2161095.0,
Owl and the Sparrow,1,2009,,97.0,Drama,PG,4,9475.0,47071.0,123253.0,170324.0,
Monsieur Verdoux,3,2008,,124.0,Comedy Crime Drama,,2,,64636.0,,64636.0,
Were the World Mine,10,2008,,95.0,Adventure Comedy Fantasy Musical Romance,,4,864.0,123789.0,,123789.0,
Familiar Strangers,11,2008,,86.0,Comedy Drama,PG-13,4,11553.0,34068.0,,34068.0,
Robert Blecker Wants Me Dead,2,2009,,94.0,Documentary,,1,4352.0,9166.0,,9166.0,
Runaways,2,2009,,88.0,Action,R,20,22997.0,27908.0,2124.0,30032.0,
Under Our Skin,6,2009,,104.0,Documentary,,6,7043.0,98548.0,,98548.0,
Of Time and the City,1,2009,,74.0,Biography Documentary,,2,5595.0,32677.0,490740.0,523417.0,
Shuttle,3,2009,,107.0,Crime Drama Mystery Thriller,R,1,1925.0,1925.0,,1925.0,
Eleven Minutes,2,2009,,103.0,Documentary,R,4,3670.0,7986.0,,7986.0,
Live Fast Die Young,10,2008,,101.0,Drama,,1,9841.0,18335.0,,18335.0,
America Betrayed,3,2009,,95.0,Documentary,,1,245.0,1311.0,,1311.0,
Ponyo,8,2009,,101.0,Adventure Animation Comedy Family Fantasy,,927,3585852.0,15090399.0,189081411.0,204171845.0,
The Hurt Locker,6,2009,15000000.0,131.0,Drama Thriller War,R,535,145352.0,17017811.0,32212961.0,49230772.0,
Away We Go,6,2009,17000000.0,98.0,Comedy Drama Romance,R,506,130411.0,9451946.0,6327509.0,15779455.0,
Whatever Works,6,2009,,93.0,Comedy Romance,PG-13,353,266162.0,5306706.0,30713828.0,36020534.0,
Moon,6,2009,,97.0,Drama Mystery Sci-Fi,R,252,136046.0,5010163.0,4749944.0,9760107.0,
Food Inc.,6,2009,,94.0,Documentary News,PG,155,60513.0,4417674.0,188525.0,4606199.0,
The Brothers Bloom,5,2009,,114.0,Action Adventure Comedy Crime Drama Romance,PG-13,209,90400.0,3531756.0,1999008.0,5530764.0,
Chï¿½ri,6,2009,23000000.0,100.0,Comedy Drama Romance,R,191,405701.0,2715657.0,6652585.0,9368242.0,
Easy Virtue,5,2009,,97.0,Comedy Romance,PG-13,255,110443.0,2656784.0,15807009.0,18463793.0,
Love Aaj Kal,7,2009,,128.0,Comedy Drama Romance,,102,1241762.0,2430083.0,18364902.0,20794985.0,
In the Loop,7,2009,,106.0,Comedy,,92,191866.0,2388804.0,5398683.0,7787487.0,
Rudo y Cursi,5,2009,,106.0,Comedy Drama Sport,R,219,211460.0,1827660.0,9341572.0,11169232.0,
Adam,7,2009,,99.0,Comedy Drama Romance,PG-13,177,68377.0,2277396.0,758519.0,3035915.0,
